EQUIP_IDENT,SITE_IDENT,10368000.00,CREATED,TIME_IN_RFC3339,ALARM_PROTOCOL_IDENT,ACTIVE,HEALTH_PROTOCOL_TYPE_IDENT
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567608045744000000.00,1577976046,2020-01-02 14:40:46,10008,0,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567609621369000000.00,1577977621,2020-01-02 15:07:01,10009,0,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567612769972000000.00,1577980770,2020-01-02 15:59:30,10001,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567612916042000000.00,1577980916,2020-01-02 16:01:56,10002,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567623700060000000.00,1577991700,2020-01-02 19:01:40,10003,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567624109752000000.00,1577992110,2020-01-02 19:08:30,10004,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567627081518000000.00,1577995082,2020-01-02 19:58:02,10005,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567629401817000000.00,1577997402,2020-01-02 20:36:42,10006,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567631904329000000.00,1577999904,2020-01-02 21:18:24,10007,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567633355057000000.00,1578001355,2020-01-02 21:42:35,10008,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567633658889000000.00,1578001659,2020-01-02 21:47:39,10009,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567634182444000000.00,1578002182,2020-01-02 21:56:22,10001,0,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567634216140000000.00,1578002216,2020-01-02 21:56:56,10002,0,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567634599633000000.00,1578002600,2020-01-02 22:03:20,10003,0,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567635039106000000.00,1578003039,2020-01-02 22:10:39,10004,0,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567635431639000000.00,1578003432,2020-01-02 22:17:12,10005,0,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567635464867000000.00,1578003465,2020-01-02 22:17:45,10006,0,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567638796801000000.00,1578006797,2020-01-02 23:13:17,10007,0,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567649020119000000.00,1578017020,2020-01-03 02:03:40,10008,0,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567649020320000000.00,1578017020,2020-01-03 02:03:40,10009,0,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567664289632000000.00,1578032290,2020-01-03 06:18:10,10037,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567667599383000000.00,1578035599,2020-01-03 07:13:19,10038,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567673996693000000.00,1578041997,2020-01-03 08:59:57,10039,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567674015708000000.00,1578042016,2020-01-03 09:00:16,10040,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567679647932000000.00,1578047648,2020-01-03 10:34:08,10041,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567679718208000000.00,1578047718,2020-01-03 10:35:18,10042,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567686222113000000.00,1578054222,2020-01-03 12:23:42,10043,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567686576658000000.00,1578054577,2020-01-03 12:29:37,10044,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567696579001000000.00,1578064579,2020-01-03 15:16:19,10045,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567696746232000000.00,1578064746,2020-01-03 15:19:06,10046,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567698648811000000.00,1578066649,2020-01-03 15:50:49,10047,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567698651323000000.00,1578066651,2020-01-03 15:50:51,10048,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567698656654000000.00,1578066657,2020-01-03 15:50:57,10049,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567698666676000000.00,1578066667,2020-01-03 15:51:07,10050,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567698678097000000.00,1578066678,2020-01-03 15:51:18,10051,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567698678300000000.00,1578066678,2020-01-03 15:51:18,10052,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567703132159000000.00,1578071132,2020-01-03 17:05:32,10053,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567703473188000000.00,1578071473,2020-01-03 17:11:13,10054,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567708788441000000.00,1578076788,2020-01-03 18:39:48,10055,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567708975780000000.00,1578076976,2020-01-03 18:42:56,10056,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567710632290000000.00,1578078632,2020-01-03 19:10:32,10057,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567710930627000000.00,1578078931,2020-01-03 19:15:31,10058,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567713534530000000.00,1578081535,2020-01-03 19:58:55,10059,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567713542036000000.00,1578081542,2020-01-03 19:59:02,10060,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567713757266000000.00,1578081757,2020-01-03 20:02:37,10061,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567715047979000000.00,1578083048,2020-01-03 20:24:08,10062,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567730203567000000.00,1578098204,2020-01-04 00:36:44,10063,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567730213284000000.00,1578098213,2020-01-04 00:36:53,10064,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567730363058000000.00,1578098363,2020-01-04 00:39:23,10065,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567730562564000000.00,1578098563,2020-01-04 00:42:43,10066,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567734071038000000.00,1578102071,2020-01-04 01:41:11,10067,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567734079553000000.00,1578102080,2020-01-04 01:41:20,10068,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567740182885000000.00,1578108183,2020-01-04 03:23:03,10069,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567740314072000000.00,1578108314,2020-01-04 03:25:14,10070,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567748228372000000.00,1578116228,2020-01-04 05:37:08,10071,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567748434135000000.00,1578116434,2020-01-04 05:40:34,10072,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567749630902000000.00,1578117631,2020-01-04 06:00:31,10073,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567749907373000000.00,1578117907,2020-01-04 06:05:07,10074,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567756486955000000.00,1578124487,2020-01-04 07:54:47,10075,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567758817082000000.00,1578126817,2020-01-04 08:33:37,10076,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567770167607000000.00,1578138168,2020-01-04 11:42:48,10077,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567770385911000000.00,1578138386,2020-01-04 11:46:26,10078,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567780812561000000.00,1578148813,2020-01-04 14:40:13,10079,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567782722424000000.00,1578150722,2020-01-04 15:12:02,10080,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567784472522000000.00,1578152473,2020-01-04 15:41:13,10081,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567784472723000000.00,1578152473,2020-01-04 15:41:13,10082,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567784627239000000.00,1578152627,2020-01-04 15:43:47,10083,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567787935189000000.00,1578155935,2020-01-04 16:38:55,10084,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567794560966000000.00,1578162561,2020-01-04 18:29:21,10085,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567796825337000000.00,1578164825,2020-01-04 19:07:05,10086,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567800897400000000.00,1578168897,2020-01-04 20:14:57,10087,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567801499903000000.00,1578169500,2020-01-04 20:25:00,10088,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567809106682000000.00,1578177107,2020-01-04 22:31:47,10089,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567809229615000000.00,1578177230,2020-01-04 22:33:50,10090,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567816191960000000.00,1578184192,2020-01-05 00:29:52,10091,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567816546981000000.00,1578184547,2020-01-05 00:35:47,10092,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567825422740000000.00,1578193423,2020-01-05 03:03:43,10093,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567825587017000000.00,1578193587,2020-01-05 03:06:27,10094,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567834948054000000.00,1578202948,2020-01-05 05:42:28,10095,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567835115076000000.00,1578203115,2020-01-05 05:45:15,10096,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567844703892000000.00,1578212704,2020-01-05 08:25:04,10097,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567844729387000000.00,1578212729,2020-01-05 08:25:29,10098,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567850367968000000.00,1578218368,2020-01-05 09:59:28,10099,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567850373279000000.00,1578218373,2020-01-05 09:59:33,10100,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567850381021000000.00,1578218381,2020-01-05 09:59:41,10101,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567850385740000000.00,1578218386,2020-01-05 09:59:46,10102,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567858808786000000.00,1578226809,2020-01-05 12:20:09,10103,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567858975512000000.00,1578226976,2020-01-05 12:22:56,10104,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567865350615000000.00,1578233351,2020-01-05 14:09:11,10105,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567865367862000000.00,1578233368,2020-01-05 14:09:28,10106,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567865373371000000.00,1578233373,2020-01-05 14:09:33,10107,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567865383386000000.00,1578233383,2020-01-05 14:09:43,10108,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567865455878000000.00,1578233456,2020-01-05 14:10:56,10109,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567865456081000000.00,1578233456,2020-01-05 14:10:56,10110,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567865461783000000.00,1578233462,2020-01-05 14:11:02,10111,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567865471708000000.00,1578233472,2020-01-05 14:11:12,10112,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567865489875000000.00,1578233490,2020-01-05 14:11:30,10113,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567865490078000000.00,1578233490,2020-01-05 14:11:30,10114,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567865496592000000.00,1578233497,2020-01-05 14:11:37,10115,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567865501699000000.00,1578233502,2020-01-05 14:11:42,10116,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567865559091000000.00,1578233559,2020-01-05 14:12:39,10117,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567865999562000000.00,1578234000,2020-01-05 14:20:00,10118,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567866179406000000.00,1578234179,2020-01-05 14:22:59,10119,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567866334019000000.00,1578234334,2020-01-05 14:25:34,10120,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1567870125355000000.00,1578238125,2020-01-05 15:28:45,10121,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
